state_fips_code,county_fips_code,postal_code,name,poverty_estimate_all_ages,90_ci_lower_bound,90_ci_upper_bound,poverty_percent_all_ages,90_ci_lower_bound_2,90_ci_upper_bound_2,median_household_income,90_ci_lower_bound_3,90_ci_upper_bound_3
29,163,MO,Pike County,3058,2368,3748,18.9,14.6,23.2,44408,41629,47187
29,165,MO,Platte County,6487,5208,7766,6.9,5.5,8.3,70874,66817,74931
29,167,MO,Polk County,5348,4239,6457,18.1,14.3,21.9,38344,35629,41059
29,169,MO,Pulaski County,6899,5501,8297,15.9,12.7,19.1,47227,43133,51321
29,171,MO,Putnam County,888,701,1075,18.6,14.7,22.5,34684,31321,38047
29,173,MO,Ralls County,1186,937,1435,11.6,9.2,14,51738,47258,56218
29,175,MO,Randolph County,4131,3305,4957,18.3,14.6,22,41346,37285,45407
29,177,MO,Ray County,3456,2973,3939,15.3,13.2,17.4,51986,47565,56407
29,179,MO,Reynolds County,1382,1069,1695,21.5,16.6,26.4,31820,28521,35119
29,181,MO,Ripley County,3466,2744,4188,25.1,19.9,30.3,30019,26992,33046
29,183,MO,St. Charles County,25281,21951,28611,6.8,5.9,7.7,74220,71273,77167
29,185,MO,St. Clair County,2002,1571,2433,21.7,17,26.4,33986,30685,37287
29,186,MO,Ste. Genevieve County,2310,1878,2742,13.1,10.6,15.6,46874,42875,50873
29,187,MO,St. Francois County,11974,9898,14050,20.3,16.8,23.8,40376,37517,43235
29,189,MO,St. Louis County,93882,84871,102893,9.6,8.7,10.5,60093,58388,61798
29,195,MO,Saline County,3574,2886,4262,16.3,13.2,19.4,41112,37826,44398
29,197,MO,Schuyler County,779,604,954,18.2,14.1,22.3,34644,31400,37888
29,199,MO,Scotland County,774,599,949,16.3,12.6,20,38281,34415,42147
29,201,MO,Scott County,7972,6689,9255,20.9,17.5,24.3,40532,37696,43368
29,203,MO,Shannon County,2324,1869,2779,28.2,22.7,33.7,27382,24625,30139
29,205,MO,Shelby County,979,775,1183,16.6,13.1,20.1,42498,38535,46461
29,207,MO,Stoddard County,5577,4571,6583,19,15.6,22.4,38329,35068,41590
29,209,MO,Stone County,4973,3978,5968,16.2,13,19.4,40642,37446,43838
29,211,MO,Sullivan County,1113,867,1359,17.7,13.8,21.6,36642,33409,39875
29,213,MO,Taney County,9819,8270,11368,18.7,15.8,21.6,35731,32723,38739
29,215,MO,Texas County,5097,3974,6220,21.5,16.8,26.2,33755,30359,37151
29,217,MO,Vernon County,3558,2772,4344,17.5,13.6,21.4,40267,37762,42772
29,219,MO,Warren County,4222,3454,4990,12.8,10.5,15.1,52959,47679,58239
29,221,MO,Washington County,6088,5004,7172,25.5,21,30,34581,31699,37463
29,223,MO,Wayne County,3504,2778,4230,26.4,20.9,31.9,30721,28071,33371
29,225,MO,Webster County,6386,5164,7608,17.8,14.4,21.2,41561,38086,45036
29,227,MO,Worth County,313,245,381,15.5,12.1,18.9,38802,34794,42810
29,229,MO,Wright County,4096,3229,4963,22.7,17.9,27.5,31600,28710,34490
29,510,MO,St. Louis city,88571,82486,94656,28.8,26.8,30.8,35681,34114,37248
30,0,MT,Montana,151915,146451,157379,15.2,14.7,15.7,46608,45512,47704
30,1,MT,Beaverhead County,1343,1037,1649,15.1,11.7,18.5,41602,37403,45801
30,3,MT,Big Horn County,4016,3385,4647,30.6,25.8,35.4,38871,35417,42325
30,5,MT,Blaine County,1643,1312,1974,25.2,20.1,30.3,35740,32282,39198
30,7,MT,Broadwater County,653,499,807,11.7,8.9,14.5,49758,46801,52715
30,9,MT,Carbon County,1315,1036,1594,12.7,10,15.4,47520,44049,50991
30,11,MT,Carter County,161,122,200,14,10.6,17.4,41466,37905,45027
30,13,MT,Cascade County,11403,9531,13275,14.3,12,16.6,42903,39978,45828
30,15,MT,Chouteau County,1129,943,1315,19.4,16.2,22.6,41004,37134,44874
30,17,MT,Custer County,1279,956,1602,11,8.2,13.8,47493,43219,51767
30,19,MT,Daniels County,189,144,234,10.8,8.2,13.4,47376,43419,51333
30,21,MT,Dawson County,1052,829,1275,11.7,9.2,14.2,50540,45221,55859
30,23,MT,Deer Lodge County,1451,1122,1780,17.1,13.2,21,38178,34414,41942
30,25,MT,Fallon County,245,189,301,8,6.2,9.8,59102,52837,65367
30,27,MT,Fergus County,1640,1305,1975,14.8,11.8,17.8,42915,38699,47131
30,29,MT,Flathead County,12776,10733,14819,13.6,11.4,15.8,47351,44368,50334
30,31,MT,Gallatin County,13071,11583,14559,13.9,12.3,15.5,51569,48156,54982
30,33,MT,Garfield County,198,150,246,15.1,11.4,18.8,42757,38886,46628
30,35,MT,Glacier County,4259,3561,4957,31.8,26.6,37,33428,29888,36968
30,37,MT,Golden Valley County,165,126,204,20.1,15.3,24.9,37316,33914,40718
30,39,MT,Granite County,458,348,568,14.4,10.9,17.9,47902,45442,50362
30,41,MT,Hill County,2845,2310,3380,17.6,14.3,20.9,43509,39492,47526
30,43,MT,Jefferson County,1184,929,1439,10.4,8.2,12.6,61575,56236,66914
30,45,MT,Judith Basin County,290,224,356,14.6,11.3,17.9,43272,39001,47543
30,47,MT,Lake County,6541,5625,7457,22.7,19.5,25.9,38221,35414,41028
30,49,MT,Lewis and Clark County,7736,6433,9039,12,10,14,53572,50652,56492
30,51,MT,Liberty County,432,333,531,19.1,14.7,23.5,37911,33852,41970
30,53,MT,Lincoln County,3622,2869,4375,19.2,15.2,23.2,36734,33206,40262
30,55,MT,McCone County,257,197,317,15.4,11.8,19,43132,38541,47723
30,57,MT,Madison County,976,769,1183,12.6,9.9,15.3,41539,37353,45725
30,59,MT,Meagher County,321,247,395,18,13.9,22.1,36903,33317,40489
30,61,MT,Mineral County,731,562,900,17.3,13.3,21.3,36449,32519,40379
30,63,MT,Missoula County,17216,15036,19396,15.8,13.8,17.8,44716,41213,48219
30,65,MT,Musselshell County,866,678,1054,19.1,15,23.2,39827,35600,44054
30,67,MT,Park County,2310,1889,2731,14.7,12,17.4,42942,39529,46355
30,69,MT,Petroleum County,85,65,105,17.5,13.4,21.6,35092,31354,38830
30,71,MT,Phillips County,648,502,794,15.7,12.2,19.2,41595,37194,45996
30,73,MT,Pondera County,1221,984,1458,20.3,16.4,24.2,39292,35392,43192
30,75,MT,Powder River County,214,167,261,12.3,9.6,15,44644,39843,49445
30,77,MT,Powell County,1083,841,1325,20.2,15.7,24.7,40072,35996,44148
30,79,MT,Prairie County,138,106,170,12.3,9.4,15.2,40140,35944,44336
30,81,MT,Ravalli County,7013,5878,8148,17.2,14.4,20,42902,38826,46978
30,83,MT,Richland County,949,743,1155,8.2,6.4,10,65738,60840,70636
30,85,MT,Roosevelt County,2653,2048,3258,23.8,18.4,29.2,37511,33717,41305
30,87,MT,Rosebud County,1892,1532,2252,20.5,16.6,24.4,50751,45884,55618
30,89,MT,Sanders County,2316,1853,2779,20.7,16.6,24.8,32815,30681,34949
30,91,MT,Sheridan County,370,290,450,10.2,8,12.4,52711,47470,57952
30,93,MT,Silver Bow County,6575,5602,7548,19.5,16.6,22.4,39882,35897,43867
30,95,MT,Stillwater County,776,580,972,8.4,6.3,10.5,60812,55017,66607
30,97,MT,Sweet Grass County,431,337,525,12,9.4,14.6,45000,40285,49715
30,99,MT,Teton County,817,623,1011,13.9,10.6,17.2,46208,42550,49866
30,101,MT,Toole County,762,595,929,17.2,13.4,21,45207,40668,49746
30,103,MT,Treasure County,91,73,109,13.2,10.5,15.9,47089,42202,51976
30,105,MT,Valley County,935,705,1165,12.4,9.3,15.5,46328,41730,50926
30,107,MT,Wheatland County,397,307,487,19.5,15.1,23.9,35875,32777,38973
30,109,MT,Wibaux County,128,99,157,11.7,9.1,14.3,43859,39109,48609
30,111,MT,Yellowstone County,18645,16033,21257,12.3,10.6,14,51653,49278,54028
31,0,NE,Nebraska,225054,218509,231599,12.3,11.9,12.7,52803,52139,53467
31,1,NE,Adams County,3746,3039,4453,12.5,10.1,14.9,48658,43986,53330
31,3,NE,Antelope County,885,722,1048,14,11.4,16.6,50919,45617,56221
31,5,NE,Arthur County,46,35,57,10.2,7.7,12.7,43408,39000,47816
31,7,NE,Banner County,95,73,117,12.4,9.5,15.3,48990,43705,54275
31,9,NE,Blaine County,79,60,98,15.7,12,19.4,38228,34391,42065
31,11,NE,Boone County,540,421,659,10.3,8,12.6,52914,48618,57210
31,13,NE,Box Butte County,1274,971,1577,11.4,8.7,14.1,55465,49960,60970
31,15,NE,Boyd County,276,215,337,13.9,10.8,17,39964,35813,44115
31,17,NE,Brown County,372,292,452,12.8,10,15.6,42348,37987,46709
31,19,NE,Buffalo County,5738,4855,6621,12.5,10.6,14.4,51550,47940,55160
31,21,NE,Burt County,683,527,839,10.6,8.2,13,49345,44908,53782
31,23,NE,Butler County,745,578,912,9.2,7.1,11.3,54240,49736,58744
31,25,NE,Cass County,1726,1324,2128,6.9,5.3,8.5,66522,62698,70346
31,27,NE,Cedar County,878,692,1064,10.4,8.2,12.6,54421,48931,59911
31,29,NE,Chase County,363,283,443,9.3,7.2,11.4,52749,47269,58229
31,31,NE,Cherry County,757,579,935,13.3,10.2,16.4,43564,39175,47953
31,33,NE,Cheyenne County,902,693,1111,9,6.9,11.1,55964,50515,61413
31,35,NE,Clay County,702,554,850,11.3,8.9,13.7,55758,51892,59624
31,37,NE,Colfax County,1072,829,1315,10.3,8,12.6,50758,45568,55948
31,39,NE,Cuming County,809,625,993,9.1,7,11.2,56047,52035,60059
31,41,NE,Custer County,1413,1143,1683,13.4,10.8,16,45644,41510,49778
31,43,NE,Dakota County,3044,2480,3608,14.8,12.1,17.5,50289,47228,53350
31,45,NE,Dawes County,1537,1206,1868,18.8,14.7,22.9,40667,36666,44668
31,47,NE,Dawson County,3248,2687,3809,13.7,11.3,16.1,47366,43394,51338
31,49,NE,Deuel County,226,175,277,11.8,9.1,14.5,44109,39430,48788
31,51,NE,Dixon County,604,484,724,10.7,8.6,12.8,52601,47962,57240
31,53,NE,Dodge County,4564,3784,5344,12.9,10.7,15.1,50043,46679,53407
31,55,NE,Douglas County,74169,69204,79134,14,13.1,14.9,52842,51128,54556
31,57,NE,Dundy County,256,197,315,13.8,10.6,17,45624,40835,50413
31,59,NE,Fillmore County,551,445,657,10.1,8.2,12,54556,50789,58323
31,61,NE,Franklin County,410,323,497,13.6,10.7,16.5,44794,40317,49271
31,63,NE,Frontier County,353,276,430,13.7,10.7,16.7,48543,43735,53351
31,65,NE,Furnas County,608,476,740,12.7,9.9,15.5,44461,40250,48672
31,67,NE,Gage County,2338,1855,2821,11,8.7,13.3,50861,48018,53704
31,69,NE,Garden County,293,226,360,15.6,12,19.2,38645,34588,42702
31,71,NE,Garfield County,231,178,284,11.8,9.1,14.5,40436,36253,44619
31,73,NE,Gosper County,175,134,216,9.1,6.9,11.3,55319,49671,60967
31,75,NE,Grant County,68,53,83,11,8.5,13.5,47537,42525,52549
31,77,NE,Greeley County,307,234,380,12.7,9.7,15.7,43858,39657,48059
31,79,NE,Hall County,8834,7427,10241,14.7,12.4,17,48499,44610,52388
31,81,NE,Hamilton County,622,471,773,6.9,5.2,8.6,62191,56657,67725
31,83,NE,Harlan County,391,300,482,11.4,8.8,14,46744,42067,51421
31,85,NE,Hayes County,135,103,167,14.5,11.1,17.9,48856,43592,54120
31,87,NE,Hitchcock County,397,305,489,13.8,10.6,17,40496,36479,44513
31,89,NE,Holt County,1281,1005,1557,12.5,9.8,15.2,46667,42949,50385
31,91,NE,Hooker County,67,52,82,9.6,7.4,11.8,40732,36372,45092
31,93,NE,Howard County,726,580,872,11.5,9.2,13.8,51040,45694,56386
31,95,NE,Jefferson County,829,646,1012,11.5,9,14,44947,40476,49418
31,97,NE,Johnson County,575,438,712,13.9,10.6,17.2,48511,44139,52883
31,99,NE,Kearney County,627,496,758,9.6,7.6,11.6,56791,51179,62403
31,101,NE,Keith County,964,743,1185,12,9.3,14.7,45192,40685,49699
31,103,NE,Keya Paha County,166,127,205,20.5,15.7,25.3,41138,36737,45539
31,105,NE,Kimball County,428,324,532,11.7,8.9,14.5,45771,41357,50185
31,107,NE,Knox County,1229,1002,1456,14.9,12.1,17.7,42745,39105,46385
31,109,NE,Lancaster County,40146,36969,43323,14,12.9,15.1,52011,50517,53505
31,111,NE,Lincoln County,5112,4389,5835,14.5,12.4,16.6,49770,46148,53392
31,113,NE,Logan County,70,53,87,9.4,7.2,11.6,50761,45517,56005
31,115,NE,Loup County,91,69,113,15.5,11.8,19.2,49132,45587,52677
31,117,NE,McPherson County,69,53,85,13.9,10.6,17.2,62280,60686,63874
31,119,NE,Madison County,4662,3877,5447,13.7,11.4,16,51836,48754,54918
31,121,NE,Merrick County,791,606,976,10.4,8,12.8,50893,46325,55461
31,123,NE,Morrill County,669,511,827,14,10.7,17.3,46961,42273,51649
31,125,NE,Nance County,403,307,499,11.7,8.9,14.5,48535,43543,53527
31,127,NE,Nemaha County,900,701,1099,13.6,10.6,16.6,49162,44049,54275
31,129,NE,Nuckolls County,575,452,698,13.4,10.5,16.3,43249,39069,47429
31,131,NE,Otoe County,1544,1204,1884,10,7.8,12.2,51527,47209,55845
31,133,NE,Pawnee County,324,244,404,12.2,9.2,15.2,42977,38484,47470
31,135,NE,Perkins County,295,225,365,10.4,8,12.8,56080,50781,61379
31,137,NE,Phelps County,845,651,1039,9.5,7.3,11.7,54137,48807,59467
31,139,NE,Pierce County,707,539,875,10,7.6,12.4,53489,49502,57476
31,141,NE,Platte County,2687,2124,3250,8.4,6.6,10.2,61768,57764,65772
31,143,NE,Polk County,410,314,506,8,6.1,9.9,58162,53839,62485
31,145,NE,Red Willow County,1227,950,1504,11.7,9.1,14.3,43842,39607,48077
31,147,NE,Richardson County,1142,901,1383,14.4,11.4,17.4,44282,39970,48594
31,149,NE,Rock County,211,161,261,15,11.5,18.5,46051,41225,50877
31,151,NE,Saline County,1328,1019,1637,10.1,7.7,12.5,51805,47049,56561
31,153,NE,Sarpy County,8991,7341,10641,5.3,4.3,6.3,74008,70624,77392
31,155,NE,Saunders County,1678,1327,2029,8.2,6.5,9.9,61961,57302,66620
31,157,NE,Scotts Bluff County,5563,4516,6610,15.6,12.7,18.5,47194,44270,50118
31,159,NE,Seward County,1292,1013,1571,8.2,6.4,10,61802,57051,66553
31,161,NE,Sheridan County,826,646,1006,16,12.5,19.5,40351,37323,43379
31,163,NE,Sherman County,366,279,453,12.1,9.2,15,43883,39767,47999
31,165,NE,Sioux County,208,161,255,16,12.4,19.6,47313,42243,52383
31,167,NE,Stanton County,557,440,674,9.2,7.3,11.1,55955,50351,61559
31,169,NE,Thayer County,541,416,666,10.7,8.2,13.2,49517,45140,53894
31,171,NE,Thomas County,105,80,130,15.4,11.8,19,39537,35392,43682
31,173,NE,Thurston County,2338,2066,2610,34,30,38,41344,37112,45576
31,175,NE,Valley County,511,406,616,12.3,9.8,14.8,44726,40368,49084
31,177,NE,Washington County,1450,1138,1762,7.4,5.8,9,69191,63335,75047
31,179,NE,Wayne County,1132,901,1363,13.6,10.8,16.4,53290,47775,58805
31,181,NE,Webster County,450,357,543,12.7,10.1,15.3,40979,36730,45228
31,183,NE,Wheeler County,96,73,119,12.6,9.6,15.6,45400,41127,49673
31,185,NE,York County,1388,1098,1678,10.6,8.4,12.8,51335,49041,53629
32,0,NV,Nevada,430447,418251,442643,15.4,15,15.8,51487,50828,52146
32,1,NV,Churchill County,3107,2476,3738,13.2,10.5,15.9,46840,42920,50760
32,3,NV,Clark County,318965,306076,331854,15.6,15,16.2,51241,50479,52003
32,5,NV,Douglas County,4861,4008,5714,10.3,8.5,12.1,60322,55650,64994
32,7,NV,Elko County,5581,4616,6546,10.8,8.9,12.7,72648,66193,79103
32,9,NV,Esmeralda County,115,88,142,14,10.8,17.2,47180,42354,52006
32,11,NV,Eureka County,197,152,242,9.8,7.6,12,70535,63156,77914
32,13,NV,Humboldt County,1819,1427,2211,10.7,8.4,13,67423,60900,73946
32,15,NV,Lander County,656,515,797,11,8.6,13.4,74347,67049,81645
32,17,NV,Lincoln County,741,576,906,15.1,11.7,18.5,45629,40757,50501
32,19,NV,Lyon County,7039,5818,8260,13.7,11.3,16.1,48576,45024,52128
32,21,NV,Mineral County,843,667,1019,19,15,23,40714,36477,44951
32,23,NV,Nye County,7019,5706,8332,16.8,13.7,19.9,42881,39119,46643
32,27,NV,Pershing County,931,733,1129,18.5,14.6,22.4,52001,47315,56687
32,29,NV,Storey County,327,253,401,8.4,6.5,10.3,55291,49695,60887
32,31,NV,Washoe County,67110,61012,73208,15.4,14,16.8,52862,51049,54675
32,33,NV,White Pine County,1195,925,1465,13.7,10.6,16.8,57243,52763,61723
32,510,NV,Carson City,9940,8722,11158,19.3,16.9,21.7,45639,42577,48701
33,0,NH,New Hampshire,117822,112610,123034,9.2,8.8,9.6,66469,65316,67622
33,1,NH,Belknap County,5922,4747,7097,10,8,12,59831,55591,64071
33,3,NH,Carroll County,5003,3988,6018,10.7,8.5,12.9,57556,54609,60503
33,5,NH,Cheshire County,8467,7059,9875,11.8,9.8,13.8,56008,52409,59607
33,7,NH,Coos County,4508,3659,5357,14.9,12.1,17.7,42491,39026,45956
33,9,NH,Grafton County,9584,7841,11327,11.6,9.5,13.7,56353,52081,60625
33,11,NH,Hillsborough County,34507,30785,38229,8.7,7.8,9.6,71233,69594,72872
33,13,NH,Merrimack County,13390,11405,15375,9.5,8.1,10.9,62429,59679,65179
33,15,NH,Rockingham County,18267,15339,21195,6.1,5.1,7.1,79653,76874,82432
33,17,NH,Strafford County,13735,11677,15793,11.8,10,13.6,58577,54563,62591
33,19,NH,Sullivan County,4437,3402,5472,10.4,8,12.8,57142,53155,61129
34,0,NJ,New Jersey,972441,954252,990630,11.1,10.9,11.3,71968,71536,72400
34,1,NJ,Atlantic County,40761,36086,45436,15.1,13.4,16.8,54208,51707,56709
34,3,NJ,Bergen County,70557,63286,77828,7.6,6.8,8.4,84309,81445,87173
34,5,NJ,Burlington County,31331,27482,35180,7.2,6.3,8.1,80479,78678,82280
34,7,NJ,Camden County,65551,59054,72048,13,11.7,14.3,61685,59433,63937
34,9,NJ,Cape May County,12080,10037,14123,13,10.8,15.2,55409,52286,58532
34,11,NJ,Cumberland County,28287,24214,32360,19.5,16.7,22.3,45438,43079,47797
34,13,NJ,Essex County,130059,120789,139329,16.7,15.5,17.9,54603,52841,56365
34,15,NJ,Gloucester County,23626,19965,27287,8.2,6.9,9.5,78983,76838,81128
34,17,NJ,Hudson County,117129,107648,126610,17.7,16.3,19.1,57720,55552,59888
34,19,NJ,Hunterdon County,5742,4598,6886,4.7,3.8,5.6,103876,98740,109012
34,21,NJ,Mercer County,41715,37507,45923,11.8,10.6,13,73750,70588,76912
34,23,NJ,Middlesex County,67331,59895,74767,8.3,7.4,9.2,77330,74797,79863
34,25,NJ,Monmouth County,51001,45500,56502,8.2,7.3,9.1,87220,83462,90978
34,27,NJ,Morris County,24782,20965,28599,5,4.2,5.8,100511,98431,102591
34,29,NJ,Ocean County,68832,62501,75163,11.9,10.8,13,62937,60561,65313
34,31,NJ,Passaic County,90553,83242,97864,18.2,16.7,19.7,58030,55727,60333
34,33,NJ,Salem County,8307,6908,9706,13.1,10.9,15.3,56645,51844,61446
34,35,NJ,Somerset County,16496,13128,19864,5,4,6,100194,97196,103192
34,37,NJ,Sussex County,8875,7234,10516,6.2,5.1,7.3,82048,77755,86341
34,39,NJ,Union County,60679,53995,67363,11.1,9.9,12.3,68172,65147,71197
34,41,NJ,Warren County,8747,7153,10341,8.3,6.8,9.8,71294,68242,74346
35,0,NM,New Mexico,420388,409771,431005,20.6,20.1,21.1,44905,44100,45710
35,1,NM,Bernalillo County,124091,115980,132202,18.7,17.5,19.9,47192,45738,48646
35,3,NM,Catron County,783,593,973,22.2,16.8,27.6,33256,30201,36311
35,5,NM,Chaves County,14988,12810,17166,23.4,20,26.8,38403,35372,41434
35,6,NM,Cibola County,7162,5805,8519,28.8,23.3,34.3,35081,31785,38377
35,7,NM,Colfax County,2510,1976,3044,20.5,16.1,24.9,37156,33232,41080
35,9,NM,Curry County,9472,7819,11125,19.2,15.9,22.5,42620,39180,46060
35,11,NM,DeBaca County,374,287,461,20.6,15.8,25.4,33789,30168,37410
35,13,NM,Dona Ana County,58462,52949,63975,27.9,25.3,30.5,38974,36619,41329
35,15,NM,Eddy County,7863,6267,9459,14.1,11.2,17,57007,54384,59630
35,17,NM,Grant County,5437,4341,6533,19.1,15.3,22.9,38221,34376,42066
35,19,NM,Guadalupe County,1006,764,1248,25.8,19.6,32,29147,26157,32137
35,21,NM,Harding County,101,77,125,14.8,11.3,18.3,40380,36057,44703
35,23,NM,Hidalgo County,1099,847,1351,24.5,18.9,30.1,34304,30639,37969
35,25,NM,Lea County,11231,9420,13042,16.6,13.9,19.3,58994,56338,61650
35,27,NM,Lincoln County,3933,3149,4717,20.1,16.1,24.1,39995,35718,44272
35,28,NM,Los Alamos County,743,583,903,4.2,3.3,5.1,108477,98987,117967
35,29,NM,Luna County,7386,6213,8559,30.6,25.7,35.5,27268,24529,30007
35,31,NM,McKinley County,26327,23546,29108,35.8,32,39.6,29497,26646,32348
35,33,NM,Mora County,1108,863,1353,24.2,18.8,29.6,27627,25220,30034
35,35,NM,Otero County,12658,10421,14895,20.2,16.6,23.8,41736,39613,43859
35,37,NM,Quay County,2018,1545,2491,23.9,18.3,29.5,29069,25991,32147
35,39,NM,Rio Arriba County,9503,7764,11242,24.1,19.7,28.5,34902,31783,38021
35,41,NM,Roosevelt County,4415,3688,5142,24,20.1,27.9,36108,32363,39853
35,43,NM,Sandoval County,17264,14519,20009,12.6,10.6,14.6,56142,52420,59864
35,45,NM,San Juan County,25680,22472,28888,21,18.4,23.6,47520,44016,51024
35,47,NM,San Miguel County,6948,5738,8158,25.5,21.1,29.9,32964,29551,36377
35,49,NM,Santa Fe County,20700,17557,23843,14.2,12,16.4,52628,49201,56055
35,51,NM,Sierra County,2627,1976,3278,23.8,17.9,29.7,29036,26281,31791
35,53,NM,Socorro County,5194,4210,6178,31,25.1,36.9,32285,28943,35627
35,55,NM,Taos County,6317,4960,7674,19.2,15.1,23.3,36125,33314,38936
35,57,NM,Torrance County,4130,3259,5001,27.6,21.8,33.4,37311,34078,40544
35,59,NM,Union County,704,538,870,19.4,14.8,24,36684,32844,40524
35,61,NM,Valencia County,18156,15971,20341,24.5,21.6,27.4,40591,36885,44297
36,0,NY,New York,3082613,3046367,3118859,16,15.8,16.2,58771,58381,59161
36,1,NY,Albany County,39589,34994,44184,13.5,11.9,15.1,60371,58483,62259
36,3,NY,Allegany County,7943,6675,9211,18.3,15.4,21.2,42655,39932,45378
36,5,NY,Bronx County,440989,420731,461247,31.5,30.1,32.9,33687,32142,35232
36,7,NY,Broome County,32100,28298,35902,17.2,15.2,19.2,46283,43867,48699
36,9,NY,Cattaraugus County,12350,10704,13996,16.2,14,18.4,43892,41239,46545
36,11,NY,Cayuga County,9488,7827,11149,12.7,10.5,14.9,52792,50589,54995
36,13,NY,Chautauqua County,24433,21873,26993,19.3,17.3,21.3,41757,40080,43434
36,15,NY,Chemung County,15101,13232,16970,18.2,15.9,20.5,48880,45935,51825
36,17,NY,Chenango County,8078,6723,9433,16.7,13.9,19.5,46387,43907,48867
36,19,NY,Clinton County,12419,10440,14398,16.6,14,19.2,51576,48503,54649
36,21,NY,Columbia County,7023,5717,8329,11.6,9.4,13.8,55047,51882,58212
36,23,NY,Cortland County,6206,4969,7443,13.8,11.1,16.5,48357,45420,51294
36,25,NY,Delaware County,6400,5094,7706,14.4,11.5,17.3,45860,43059,48661
36,27,NY,Dutchess County,28417,24011,32823,10.2,8.6,11.8,70925,68920,72930
36,29,NY,Erie County,136135,126560,145710,15.2,14.1,16.3,50134,49067,51201
36,31,NY,Essex County,4356,3349,5363,12,9.2,14.8,50182,46667,53697
36,33,NY,Franklin County,8393,7009,9777,18.5,15.4,21.6,45704,42313,49095
36,35,NY,Fulton County,9444,8238,10650,17.8,15.5,20.1,45409,43347,47471
36,37,NY,Genesee County,6841,5651,8031,12,9.9,14.1,52410,48850,55970
36,39,NY,Greene County,4989,3742,6236,11.1,8.3,13.9,52597,48984,56210
36,41,NY,Hamilton County,537,411,663,11.4,8.7,14.1,49137,44845,53429
36,43,NY,Herkimer County,10279,8783,11775,16.5,14.1,18.9,44148,40974,47322
36,45,NY,Jefferson County,17009,14411,19607,15.1,12.8,17.4,49781,47219,52343
36,47,NY,Kings County,607086,582432,631740,23.4,22.4,24.4,47547,46539,48555
36,49,NY,Lewis County,3833,3102,4564,14.3,11.6,17,47542,43669,51415
36,51,NY,Livingston County,8640,7163,10117,14.7,12.2,17.2,49920,46553,53287
36,53,NY,Madison County,7962,6432,9492,11.8,9.5,14.1,51600,48543,54657
36,55,NY,Monroe County,103280,96459,110101,14.2,13.3,15.1,51371,50069,52673
36,57,NY,Montgomery County,9248,8025,10471,18.9,16.4,21.4,40923,37323,44523
36,59,NY,Nassau County,89120,79444,98796,6.7,6,7.4,98312,96214,100410
36,61,NY,New York County,280877,262507,299247,17.7,16.5,18.9,75459,73761,77157
36,63,NY,Niagara County,28129,24592,31666,13.4,11.7,15.1,49274,46704,51844
36,65,NY,Oneida County,38971,34679,43263,17.7,15.8,19.6,48350,46468,50232
36,67,NY,Onondaga County,72873,66779,78967,16.1,14.8,17.4,52892,51203,54581
36,69,NY,Ontario County,12241,10691,13791,11.5,10,13,58473,54671,62275
36,71,NY,Orange County,49122,44628,53616,13.4,12.2,14.6,69228,66452,72004
36,73,NY,Orleans County,6129,5100,7158,15.5,12.9,18.1,46577,42683,50471
36,75,NY,Oswego County,22618,20297,24939,19.6,17.6,21.6,46926,43770,50082
36,77,NY,Otsego County,10606,9181,12031,18.9,16.4,21.4,43104,40662,45546
36,79,NY,Putnam County,6144,4897,7391,6.3,5,7.6,94334,88232,100436
36,81,NY,Queens County,352481,329482,375480,15.4,14.4,16.4,56866,55895,57837
36,83,NY,Rensselaer County,19990,17468,22512,13,11.4,14.6,59925,56685,63165
36,85,NY,Richmond County,67827,60305,75349,14.5,12.9,16.1,70299,67681,72917
36,87,NY,Rockland County,46955,42691,51219,14.7,13.4,16,83162,79386,86938
36,89,NY,St. Lawrence County,18981,16464,21498,18.9,16.4,21.4,43518,40977,46059
36,91,NY,Saratoga County,15977,13553,18401,7.2,6.1,8.3,71885,68553,75217
36,93,NY,Schenectady County,20089,16793,23385,13.2,11,15.4,56508,53139,59877
36,95,NY,Schoharie County,4790,4114,5466,15.9,13.7,18.1,48718,44718,52718
36,97,NY,Schuyler County,2786,2311,3261,15.4,12.8,18,48135,45143,51127
36,99,NY,Seneca County,4560,3710,5410,14.2,11.6,16.8,49809,46558,53060
36,101,NY,Steuben County,16098,14258,17938,16.6,14.7,18.5,46849,44870,48828
36,103,NY,Suffolk County,113319,101201,125437,7.7,6.9,8.5,85886,84345,87427
36,105,NY,Sullivan County,11968,9815,14121,16.3,13.4,19.2,48908,44979,52837
36,107,NY,Tioga County,5644,4548,6740,11.4,9.2,13.6,52195,47883,56507
36,109,NY,Tompkins County,17123,14883,19363,18.7,16.3,21.1,51880,47810,55950
36,111,NY,Ulster County,23615,20372,26858,13.7,11.8,15.6,56718,53116,60320
36,113,NY,Warren County,8572,7231,9913,13.3,11.2,15.4,54585,51219,57951
36,115,NY,Washington County,8607,7361,9853,14.6,12.5,16.7,47547,43780,51314
36,117,NY,Wayne County,11678,10048,13308,12.9,11.1,14.7,49191,45295,53087
36,119,NY,Westchester County,98067,88261,107873,10.4,9.4,11.4,83152,80782,85522
36,121,NY,Wyoming County,4608,3790,5426,12.3,10.1,14.5,53783,50978,56588
36,123,NY,Yates County,3481,2767,4195,14.5,11.5,17.5,48368,44676,52060
37,0,NC,North Carolina,1663954,1640565,1687343,17.2,17,17.4,46596,46219,46973
